passage,predicted_words,ground_truth,precision,recall,f1,raw_output
"the gardens and outbuildings of the property were designed to fletcher steele 's vision of what colonial garden should be . he drew on ideas seen in the gardens of george washington 's estate at mount vernon to design a property where "" a hundred forms of industry were carried on "" . rows of vegetables , fruit trees , and bushes , were lined with flowers for aesthetic appeal , and spaces for carved out that he envisioned would have been used for performing outdoor work such as chopping wood , churning butter , and preparing preserves . echoing statements made in his design of a little garden , published just a few years earlier , steele laid out the outbuildings in such a way to provide the homeowners a private retreat .",{'retreat'},"{'churning', 'aesthetic', 'carved out', 'echoing', 'vision', 'published', 'envisioned', 'fletcher', 'preserves', 'outbuildings', 'retreat', 'colonial'}",1.0,0.08333333333333333,0.15384615384615385,"retreat — a place of privacy or seclusion, especially one intended for relaxation or meditation."
the genus can be divided into several growth forms :,"{'can', 'power'}","{'growth', 'genus', 'divided', 'forms'}",0.0,0.0,0.0,"can — able to; capable of doing something or being done by someone or something; having the ability, power, or means to do something; permitted or allowed to do something; have permission to do something."
"the genus was first described by the german ornithologist and herpetologist hermann schlegel in 1848 . slowinski et al . ( 1997 ) pointed out that the relationships of the african genus dendroaspis are problematical . however , evidence suggests that dendroaspis , ophiophagus , bungarus , and hemibungarus form a solid non @-@ coral snake afro @-@ asiatic clade .","{'hemibungarus', 'ophiophagus', 'bungarus', 'slowinski', 'schlegel'}","{'evidence', 'ophiophagus', 'afro-asiatic', 'genus', 'bungarus', 'clade', 'herpetologist', 'problematical', 'schlegel', 'ornithologist'}",0.6,0.3,0.4,"ophiophagus — a type of venomous snake that feeds on other snakes, from Greek 'ophis' meaning serpent and 'phagein' to eat.
bungarus — a genus of venomous snakes found mainly in Asia.
hemibungarus — a genus of venomous snakes found in Southeast Asia and Australia.
Schlegel — referring to Hermann Schlegel, German ornithologist and herpetologist.
slowinski — likely refers to an"
"the germans also continued to supply second @-@ line aircraft to the zndh , including between nine and 12 exotic fieseler fi 167 biplane torpedo bombers . these had been originally designed and intended for use aboard the german aircraft carrier graf zeppelin , which was never completed . after that they were sold to the ndh , where their short @-@ field and load @-@ carrying abilities made them ideal not only for attack missions , but also for transporting ammunition and other supplies to besieged army garrisons . many of these missions were flown between their arrival in september 1944 and the end of the war ( under the right conditions , the aircraft could descend almost vertically ) . during one such mission , near sisak on 10 october 1944 , an fi 167 of the zndh was attacked by five p @-@ 51 mustang mk iiis of 213 squadron raf .","{'vertical descent', 'ammunition', 'torpedo bomber', 'garrison', 'siege'}","{'squadron', 'carrier', 'biplane', 'exotic', 'garrisons', 'vertically', 'attacked', 'torpedo', 'descend', 'load-carrying', 'besieged', 'short-field'}",0.2,0.08333333333333333,0.11764705882352941,"torpedo bomber — a type of military aircraft used to drop torpedoes against ships or submarines.
vertical descent — falling straight downward from a high altitude.
siege — a long blockade or bombardment of a place, typically a city or fortress, by enemy forces.
garrison — a body of troops stationed at a strategic point or within a town or fortification.
ammunition — weapons or projectiles prepared for firing."
"the germans were surprised to see the warships in the harbor , and spee decided to retreat . the east asia squadron steamed away at 22 kn ( 41 km / h ; 25 mph ) in a single file line ; nürnberg was the second ship in the line , between gneisenau and scharnhorst . sturdee ordered his ships to raise steam and pursue the germans . his battlecruisers caught up and opened fire at 12 : 50 ; spee decided that he could hold off the battlecruisers with scharnhorst and gneisenau to allow the three light cruisers time to escape . in response , sturdee sent his light cruisers to chase down nürnberg , dresden , and leipzig .","{'citation: ""pursuit""', 'pursuit'}","{'squadron', 'chase down', 'kn', 'harbor', 'light cruisers', 'steamed away', 'pursue', 'opened fire', 'retreat', 'battlecruisers', 'hold off', 'steamed'}",0.0,0.0,0.0,"pursuit — The act of following or chasing someone or something.
Citation: ""pursuit"" — the act of following or chasing someone or something."
"the golden @-@ crowned sifaka also eats unripe fruits , flowers , and leaves . one study showed a diet composition of 37 % unripe fruit and seeds , 22 % immature leaves , 17 % mature leaves , 13 % flowers , and 9 % fruit pulp . individuals have also been observed consuming tree bark during the dry season . in general , approximately 60 % of its diet consists of unripe fruits and seed , mainly from leguminous pods , and less than 50 % consists of leaves . at daraina , it has been observed feeding on the sakoa tree ( poupartia caffra ) and on mango trees .",{'sakoo'},"{'leguminous', 'unripe', 'composition', 'daraina', 'crowned', 'immature', 'pulp', 'sifaka', 'bark', 'observed'}",0.0,0.0,0.0,"sakoo — A type of tree or plant, likely referring to Poupartia caffra, a species found in Madagascar."
"the gradual influx of european and american explorers , fortune seekers and settlers into the region eventually led to conflicts that forced many native americans off their traditional lands . after the acquisition of the colorado river basin from mexico in the mexican – american war in 1846 , u.s. military forces commanded by kit carson forced more than 8 @,@ 000 navajo men , women and children from their homes after a series of unsuccessful attempts to confine their territory , many of which were met with violent resistance . in what is now known as the long walk of the navajo , the captives were marched from arizona to fort sumner in new mexico , and many died along the route . four years later , the navajo signed a treaty that moved them onto a reservation in the four corners region that is now known as the navajo nation . it is the largest native american reservation in the united states , encompassing 27 @,@ 000 square miles ( 70 @,@ 000 km2 ) with a population of over 180 @,@ 000 as of 2000 .","{'settled', 'confined', 'acquired', 'sought', 'negotiated', 'influx', 'resisted', 'traditional'}","{'territory', 'settlers', 'confine', 'acquisition', 'met', 'basin', 'captives', 'encompassing', 'square miles', 'influx', 'population', 'reservation'}",0.125,0.08333333333333333,0.1,"acquired — obtained or gained possession of something through effort or negotiation.
confined — restricted within limits; kept under control.
influx — an increase in the number of people entering a place at one time.
negotiated — conducted negotiations between parties involved in a dispute.
resisted — opposed or refused to do something, typically physically.
settled — established oneself permanently in a particular area.
sought — searched for or tried to find something.
traditional — handed down through generations as customary."
"the graphics of the game were declared to be some of the best on the nintendo 64 due to their rich textures , long drawing distance , and real @-@ time shadow generation , but were also criticised for their inconsistent frame rate during certain points in the game . despite this , satterfield noted that the action level of the game was normally low enough that it "" does not significantly distract from the experience "" . liu of game revolution said that the graphics were "" beautiful "" , but admitted that the game did not meet the same level of awe as its predecessor . despite the praise , mark green of n64 magazine felt that although banjo @-@ tooie delivers "" a decent complement of clever puzzles and enjoyable run @-@ and @-@ jump moments , it does not "" feel as fresh or as exciting "" as previous rare platformers . the game earned the gamespot 's best platform game accolade for 2000 .","{'accolades', 'honors'}","{'frame rate', 'textures', 'distract', 'complement', 'inconsistent', 'puzzles', 'predecessor', 'awe', 'accolade', 'platformers', 'graphics', 'earned', 'satterfield'}",0.5,0.07692307692307693,0.13333333333333336,"accolades — awards, honors, or recognition given to someone for achievement or excellence in a particular field; praise or admiration expressed publicly toward an individual or group for outstanding achievements or qualities; commendation or approval."
"the graphics were examined by the reviewers . games radar admired them , having said "" rise & fall is about pretty units killing each other in a beautifully drawn environment ... "" gamespy reported that they "" are way behind the curve "" ; gamespot agreed , saying : "" buildings and units seem boxy and chunky , suffering from a low number of polygons , while the textures themselves look grainy . """,{'textures'},"{'textures', 'boxy', 'units', 'reported', 'polygons', 'curve', 'reviewers', 'chunky', 'suffering', 'curb', 'environment', 'admired', 'grainy', 'admirable'}",1.0,0.07142857142857142,0.13333333333333333,"textures — surface characteristics, such as roughness or smoothness, of an object or image."
"the great french wine blight was a severe blight of the mid @-@ 19th century that destroyed many of the vineyards in france and laid waste to the wine industry . it was caused by an aphid ( the actual genus of the aphid is still debated , although it is largely considered to have been a species of daktulosphaira vitifoliae , commonly known as grape phylloxera ) that originated in north america and was carried across the atlantic in the late 1850s . while france is considered to have been worst affected , the blight also did a great deal of damage to vineyards in other european countries .","{'insects', 'decay', 'bacteria', 'blight', 'or weather conditions', 'phylloxera', 'viruses'}","{'affected', 'worst affected', 'vineyards', 'blight', 'atlantic', 'genus', 'phylloxera', 'vitifoliae', 'daktulosphaira', 'aphid', 'european'}",0.2857142857142857,0.18181818181818182,0.2222222222222222,"blight — a disease or condition causing widespread destruction, decay, or death; especially : one affecting plants or crops and resulting from fungi, bacteria, viruses, insects, or weather conditions — usually used attributively: blighted area.
phylloxera — a small sap-feeding aphid that attacks grapevines and other members of the rose family, causing them to wilt and die back."
"the great north had opened using a system of telegraphic train orders , and as the signalling was being upgraded this was being replaced with electric tablet working over the single line sections . now express trains had to slow to exchange tokens in a process that frequently left railwaymen injured , so james manson , the locomotive superintendent , designed an automatic token exchange system based on apparatus used to move cotton in a factory . at first tokens were exchanged at 15 miles per hour ( 24 km / h ) , but soon they were exchanged at line speed . after trialling on the fraserburgh line , the system was installed on the coast route in may 1889 , and by 1 january 1893 it was in operation on all single @-@ line sections .","{'signalling', 'fast.', 'superintendent', 'tablet', 'express', 'token'}","{'signalling', 'apparatus', 'cotton', 'sections', 'operation', 'superintendent', 'tokens', 'automatic', 'fraserburgh', 'coast route', 'tablet working', 'tablet', 'trialling', 'installed', 'telegraphic'}",0.6666666666666666,0.26666666666666666,0.3809523809523809,"express — traveling or moving quickly; fast.
tablet — a flat, rectangular piece of metal or plastic used for recording information.
token — a small object representing something else, such as money or authority.
superintendent — a person responsible for managing or directing a department or organization.
signalling — communication between people or vehicles using visual signals."
"the ground support echelon of the 509th composite group , consisting of 44 officers and 815 enlisted men commanded by major george w. westcott of the headquarters squadron , received movement orders and moved by rail on 26 april 1945 to its port of embarkation at seattle , washington . on 6 may the support elements sailed on the ss cape victory for the marianas , while group materiel was shipped on the ss emile berliner . the cape victory made brief port calls at honolulu and eniwetok but the passengers were not permitted to leave the dock area . an advance party of the air echelon , consisting of 29 officers and 61 enlisted men commanded by group intelligence officer ( s @-@ 2 ) lieutenant colonel hazen payette , flew by c @-@ 54 to north field , tinian , between 15 and 22 may . it was joined by the ground echelon on 29 may 1945 , marking the group 's official change of station .","{'port', 'enlisted', 'materiel', 'support', 'personnel'}","{'port', 'echelon', 'enlisted', 'dock', 'advance party', 'change of station', 'materiel', 'embarkation', 'composite', 'intelligence officer'}",0.6,0.3,0.4,"enlisted — recruited into a military service or organization, especially from civilian life.
materiel — equipment and supplies used by armed forces.
port — a place where ships can be docked or moored.
personnel — people employed in an organization.
support — assistance given to help someone achieve something."
"the group marched along a jungle trail northwest to the reko river , arriving on 7 november . at the reko , carlson learned that the local christian mission had recently been raided by japanese troops who had killed two of the missionaries before moving west . pushing across the river with one platoon of troops , carlson encountered a small group of japanese who shot and severely wounded the native scout leading the marine column . returning fire , the marines killed two japanese soldiers and drove off another three or four . carlson 's main body then arrived and the column bivouacked for the night .","{'etc.', 'column', 'vehicles'}","{'trail', 'scout', 'northwest', 'platoon', 'jungle', 'bivouacked', 'raided', 'encountered', 'column', 'marched', 'mission', 'reko'}",0.3333333333333333,0.08333333333333333,0.13333333333333333,"column — a line of people, vehicles, etc., marching together in close order; a row of things arranged side by side or end to end."
"the guns could elevate to a maximum of 20 degrees and depress to -5 degrees . they fired shells that weighed 91 @. @ 27 lb ( 41 @. @ 40 kg ) with a muzzle velocity of 2 @,@ 600 ft / s ( 790 m / s ) . they had a maximum range of 12 @,@ 600 yards ( 11 @,@ 500 m ) when fired at maximum elevation .",{'depressed'},"{'ft/s', 'muzzle velocity', 'depress', 'yards', 'm/s', 'elevate', 'lbs', 'maximum range', 'shells', 'degrees'}",0.0,0.0,0.0,depressed — lowered or reduced in level or position; bent downward.
"the halfbeaks ' fossil record extends into the lower tertiary . the earliest known halfbeak is brachyrhamphus bolcensis from the eocene at monte bolca , italy . apart from differences in the length of the upper and lower jaws , recent and fossil halfbeaks are distinguished by the fusion of the third pair of upper pharyngeal bones into a plate .","{'monte bolca', 'eocene', 'traces', 'pharyngeal bones', 'fossil record', 'halfbeaks'}","{'tertiary', 'bolca', 'pharyngeal', 'distinguished', 'fusion', 'eocene', 'monte', 'fossil', 'brachyrhamphus', 'bolcensis', 'extends'}",0.16666666666666666,0.09090909090909091,0.11764705882352942,"halfbeaks — fish characterized by fused jawbones that allow them to feed on small prey items while swimming upside down or sideways.
Eocene — geological epoch that occurred approximately 56-37 million years ago.
fossil record — collection of preserved remains, traces, or imprints of prehistoric life forms found in rocks.
pharyngeal bones — bones located within the pharynx (throat).
monte bolca — location in Italy where fossils have been discovered."
"the hall of fame has been criticised for inducting several lacklustre candidates in the early 2000s decade due to "" a shortage of true greatness "" . since then , some have claimed that the hall of fame has become too exclusive . the hall of fame has also been criticised for failing to induct international players and critics have claimed that the hall has been far too focused on the national hockey league . a common statement is that it is more of an "" nhl hall of fame "" than a general hockey hall of fame . partially in response to these claims , the hall of fame opened an international hockey exhibit and announced that it would start looking at more international players for induction .",{'exhibit'},"{'lacklustre', 'induction', 'criticised', 'exhibit', 'exclusive', 'induct', 'critics', 'focused', 'inducting', 'decade'}",1.0,0.1,0.18181818181818182,"exhibit — display or showcase something publicly, especially in order to educate or inform people about it."
"the han empire was divided by hierarchical political divisions in the following descending order : provinces ( zhou ) , commanderies ( jun ) , and counties ( xian ) . this model of local government was adopted from the previous government structure of the qin dynasty .","{'practice', 'qin dynasty', 'commanderies', 'adopting', 'hierarchy', 'importance', 'etc.'}","{'counties', 'qin dynasty', 'order', 'commanderies', 'descending', 'government structure', 'previous', 'hierarchical', 'provinces', 'adopted', 'dynasty'}",0.2857142857142857,0.18181818181818182,0.2222222222222222,"adopting — taking up or accepting something, especially a belief, practice, or custom that is already established or traditional.
commanderies — administrative districts during the Han Dynasty.
hierarchy — an ordered sequence in which people or things are ranked one above another in authority, importance, etc.
Qin Dynasty — the first imperial dynasty of China, ruling from 221 to 206 BC."
"the henry moore sculpture centre in the art gallery of ontario , toronto , opened in 1974 . it comprises the world 's largest public collection of moore 's work , most of it donated by him between 1971 and 1974 . moore 's three way piece no. 2 ( the archer ) has also been on display in nathan phillips square at toronto city hall since 1966 .","{'toronto', 'henry moore', 'square', 'archer', 'ontario', 'hunting', 'nathan phillips square'}","{'donated', 'display', 'sculpture', 'public collection', 'square', 'hall', 'archer', 'moore', 'nathan phillips square', 'public', 'comprises', 'collection', 'three way piece'}",0.42857142857142855,0.23076923076923078,0.3,"archer — a person who shoots arrows or other projectiles from a bow for sport, hunting, or warfare.
Henry Moore — British artist known for his large-scale bronze sculptures.
Toronto — a major Canadian city located in Ontario.
Ontario — one of Canada's provinces, located in southeastern Canada.
Nathan Phillips Square — a public square in downtown Toronto, named after former mayor Nathan Phillips.
Square — an open space in a town or city that is usually paved or cobbled and often"
"the hens in eating taste like parched pigs , if you see a flocke of twelve or twenties , shew them a red cloth , and with their utmost silly fury they will altogether flie upon it , and if you strike downe one , the rest are as good as caught , not budging an iot till they be all destroyed .","{'striking', 'flock', 'uttermost', 'etc.', 'sheep', 'shew', 'completely.', 'tally'}","{'destroyed', 'flie', 'parched', 'fury', 'shew', 'silly', 'budging', 'downe', 'iot', 'flocke'}",0.125,0.1,0.11111111111111112,"flock — a group of birds, sheep, etc., moving together in flight or grazing together on pastureland.
uttermost — to the greatest possible extent; completely.
shew — show or demonstrate something clearly.
tally — count or record items for comparison.
striking — hitting or causing damage by forceful impact."
"the high school musical series included three films and the spin @-@ off sharpay 's fabulous adventure ( 2011 ) . tisdale 's resultant popularity led her to sign a record deal with warner bros. records in 2006 . her debut album , headstrong ( 2007 ) , was certified gold by the recording industry association of america ( riaa ) and features the single "" he said she said "" . two years later , tisdale released her second studio album , guilty pleasure . in 2013 , she announced plans to make music again and confirmed that she has been recording her third studio album .","{'sanctioned', 'spinning off', 'certified', 'official', 'testifying', 'popular', 'admired', 'verified'}","{'resultant', 'gold', 'studio album', 'features', 'certified', 'spin @-@ off', 'recording industry association of america (riaa)', 'guilty pleasure', 'deal', 'recording'}",0.125,0.1,0.11111111111111112,"certified — officially recognized or approved after examination or testing.
official — authorized or sanctioned by an appropriate authority.
popular — liked, admired, or supported by many people.
sanctioned — formally permitted or approved.
spinning off — creating something new from an existing product or service.
testifying — stating what one knows or believes about something under oath.
verified — proven to be true beyond reasonable doubt."
"the highest elevations on the surface of the moon are located directly to the northeast , and it has been suggested that this area might have been thickened by the oblique formation impact of the south pole – aitken basin . other large impact basins , such as imbrium , serenitatis , crisium , smythii , and orientale , also possess regionally low elevations and elevated rims . the lunar far side is on average about 1 @. @ 9 km ( 1 @. @ 2 mi ) higher than the near side .","{'elevation', 'thickness', 'oblique', 'height.', 'rim'}","{'average', 'regionally', 'located', 'oblique', 'far side', 'elevations', 'thickened', 'basin', 'surface', 'impact'}",0.4,0.2,0.26666666666666666,"elevation — an increase or rise, especially above normal level; height.
oblique — slanting or inclined at an angle rather than straight up or down.
rim — the edge or border of something like a circle or container.
thickness — the state or quality of being thick or having a certain degree of thickness.
thickness — the condition of being thick or solid.
thickness — the extent to which something is thick or solid.
thickness — the dimension perpendicular to length and width.
thickness"
"the highway jogs to the north for a block before turning back west along second street , exiting the town and turning northwesterly . sr 903 continues through a roundabout before entering the town of roslyn . the highway continues through town , turning southwesterly on nevada street , before turning back northwesterly at seventh street , exiting roslyn . the highway continues through ronald before terminating at the boundary of the wenatchee national forest , east of cle elum lake . the roadway continues northerly however as salmon la sac road .","{'roundabout', 'jogging', 'exiting', 'terminally', 'bound'}","{'roundabout', 'jogs', 'roslyn', 'northwesterly', 'salmon la sac', 'ronald', 'northerly', 'wenatchee', 'terminating', 'nevada'}",0.2,0.1,0.13333333333333333,"roundabout — an intersection where traffic flows continuously around a central island or circle, designed to reduce congestion and improve safety at intersections.
jogging — moving quickly while running or walking with short bursts of speed alternating with slower periods of rest.
terminally — reaching an end point; coming to an end.
exiting — leaving or departing from something.
bound — enclosed within limits or boundaries."
"the historian terry measham wrote that the drawing room and lady bute 's bedroom , "" so powerful in their effect , are the two most important interiors in the castle . "" the architectural writer andrew lilwall @-@ smith considered the drawing room to be "" burges 's pièce de résistance "" , encapsulating his "" romantic vision of the middle ages "" . the decoration of the ceiling , which was carried out while burges was alive , differs in tone from the treatment of the murals , and the decoration of lady bute 's bedroom , which were both completed , under the direction of william frame and horatio lonsdale respectively , after burges 's death . burges 's work is distinctively high gothic in style , while the later efforts are more influenced by the softer colours and character of the aesthetic movement , which had grown in popularity by the 1880s .","{'pièce de résistance', 'murals', 'harmony', 'romantic vision', 'tone', ""lady bute's bedroom"", 'aesthetic movement'}","{'pièce de résistance', 'interiors', 'murals', 'aesthetic movement', 'gothic', 'soft', 'distinctively', 'historian', 'encapsulating', 'popularity'}",0.42857142857142855,0.3,0.3529411764705882,"aesthetic movement — a late nineteenth century art and design movement characterized by an emphasis on beauty, harmony, and individual expression; also known as modernism or impressionism.
Lady Bute's bedroom — referring to the bedroom belonging to Lady Bute, likely a specific interior within a building.
Murals — large paintings applied directly onto walls or ceilings.
Pièce de résistance — a particularly impressive or notable piece of artwork or performance.
Romantic Vision — a particular way of viewing things, often associated with a sense of romance or idealization.
Tone"
"the hollow channels of the inner ear are filled with liquid , and contain a sensory epithelium that is studded with hair cells . the microscopic "" hairs "" of these cells are structural protein filaments that project out into the fluid . the hair cells are mechanoreceptors that release a chemical neurotransmitter when stimulated . sound waves moving through fluid flows against the receptor cells of the organ of corti . the fluid pushes the filaments of individual cells ; movement of the filaments causes receptor cells to become open to receive the potassium @-@ rich endolymph .","{'hearing', 'smell', 'receptor cells', 'microscopic', 'taste', 'endolymph', 'sensory', 'oil', 'fluid'}","{'filaments', 'neurotransmitter', 'epithelium', 'corti', 'receptor cells', 'stimulated', 'endolymph', 'mechanoreceptors', 'potassium', 'fluid'}",0.3333333333333333,0.3,0.3157894736842105,"sensory — related to or involving the senses, especially sight, hearing, taste, smell, and touch.
microscopic — extremely small; too small to be seen without a microscope.
endolymph — fluid within the membranous labyrinth of the inner ear.
receptor cells — nerve cells that respond to specific substances or stimuli by producing an electrical signal.
fluid — any substance capable of flowing under pressure, such as water, oil, or blood."
"the home fleet put to sea to attack tirpitz again in mid @-@ may in what was designated operation brawn . a strike force of 27 barracudas escorted by vought f4u corsair and supermarine seafire fighters took off from the carriers hms furious and victorious on the afternoon of 15 may , but encountered heavy cloud over kaafjord and returned without attacking . the next raid , operation tiger claw , was launched in late may . the planned attack on kaafjord — which would have also involved aircraft flying from furious and victorious — had to be cancelled due to bad weather on 28 may . instead , the carriers sailed south in search of german convoys .","{'furious', 'corsairs', 'barracudas', 'victorous', 'seaf', 'kaafjord', 'tirpitz'}","{'raids', 'designated', 'convoys', 'barracudas', 'fleet', 'encountered', 'kaafjord', 'tirpitz', 'cancelled', 'escorted'}",0.42857142857142855,0.3,0.3529411764705882,"Tirpitz — German battleship named after Admiral Alfred von Tirpitz, who led the Imperial German Navy's High Seas Fleet during World War I.
Kaafjord — A fjord located in Norway.
Barracudas — Type of dive bombers used by the Royal Air Force.
Corsairs — Type of fighter aircraft used by the United States Navy.
Furious — Name of a British aircraft carrier.
Victorous — Name of another British aircraft carrier.
Seaf"
the hospital complex was eventually developed by central equity into residential apartments . the willsmere residential development was officially opened on 27 october 1993 by premier jeff kennett .,{'willsmere'},"{'equity', 'development', 'residential', 'inaugurated', '1993', 'jeff kennett', 'officially', 'opened', 'complex', 'october', 'premier', 'kennett'}",0.0,0.0,0.0,"willsmere — a specific location or place name, likely referring to an area or building within Melbourne, Australia where the event took place."
"the house and grounds are open to the public and are run by smbc . visitors may take an official tour of the house or wander the grounds freely . events and club meetings are held in the house and grounds throughout the year , and local schools often visit to experience life in a particular era . the house is licensed for wedding and civil partnership ceremonies , and has been used as a background for television series and films , including prank patrol , cash in the attic , coronation street and the last vampyre .","{'civil partnership', 'prank patrol', 'coronation street', 'smbc', 'ceremony'}","{'era', 'civil partnership', 'attic', 'ceremonies', 'grounds', 'prank', 'wander', 'licensed', 'coronation', 'smbc', 'background', 'vampyre'}",0.6,0.25,0.35294117647058826,"civil partnership — a legally recognized relationship between two people, typically of the same sex, that provides similar benefits to marriage without using the term 'marriage' itself.
ceremony — a formal act or occasion marking a rite or event, especially one performed on a special occasion.
smbc — abbreviation for South Molton Baptist Church, likely referring to the organization managing the property.
prank patrol — TV show where children play harmless practical jokes on each other.
coronation street — British soap opera broadcast on ITV"
"the house had been donated on a long @-@ term lease for the purpose by the peckover family . harecroft house had been built in 1844 by algernon peckover , and his descendants lived in the house until the death of susannah peckover in 1903 , after which it was left vacant . the first headmistress was beatrice sparks , who was the first woman to complete the oxford tripos in mathematics . new schoolrooms were added to the high school in 1906 , 1913 , 1922 and 1936 , when a mixed @-@ use gymnasium and hall was constructed . this hall is now used as the school dining room .","{'genealogical', 'leased', 'gymnasium', 'ancestor', 'descendant', 'harecroft', 'g'}","{'tripos', 'headmistress', 'schoolrooms', 'donated', 'vacant', 'mixed-use', 'dining room', 'gymnasium', 'descendants', 'lease'}",0.2857142857142857,0.2,0.23529411764705882,"descendant — a person who is related to someone else through a direct line of descent from an ancestor or ancestors.
ancestor — a forebear; one whose offspring form part of the same genealogical stock.
genealogical — relating to the study of families, especially regarding their history and relationships.
gymnasium — a large building containing facilities for physical exercise and sports.
harecroft — a specific place name.
leased — rented or hired out under a legal agreement.
G"
"the house was re @-@ orientated to move the front entrance to the north side of the house . the architecture of the north front had previously been "" simple and dignified "" , but it was enhanced to make its appearance more impressive . the alterations included adding rustication to the bottom storey and around the central window , and quoins to the three projecting central bays . the arms of the 2nd baron were added to the previously blank pediment , and in 1915 a small porch was built over the new entrance . the south portico had become redundant , other than serving as an entrance to the garden .",{'quoin'},"{'quoins', 'portico', 'storey', 'enhanced', 'rustication', 'bays', 're-orientated', 'redundant', 'pediment', 'arms'}",1.0,0.1,0.18181818181818182,"quoin — a square block at the angle between two walls or surfaces, used for strengthening or decorating them; a cornerstone (in masonry) that is cut so as to fit into a right-angled joint between two walls or surfaces."
"the huffington post 's michael pascua opinionated that "" i like you so much better when you 're naked "" "" reestablished meredith as the core character of the show "" , adding : "" she was the one who had to deal with derek 's problems with the chief , the aftermath of alex and lexie , cristina 's driven nature , and had to console the chief . "" pascua also called altman 's telling hunt of what yang told her "" stereotypical "" , and praised chambers ' character for not taking stevens back . pascua was impressed with the chicken pox storyline , writing :","{'need', 'driven'}","{'reestablished', 'impressed', 'console', 'stereotypical', 'chicken pox', 'aftermath', 'storyline', 'driven', 'character', 'opinionated'}",0.5,0.1,0.16666666666666669,"driven — characterized by strong determination or ambition; motivated strongly by desire, need, or want."
"the hurricane also dropped heavy rainfall , including over 4 @. @ 92 inches ( 125 mm ) in annapolis valley . initially there were three fishing boats missing throughout the region , although two later returned to harbor . by august 22 , the third was still missing over the grand banks , which prompted a rescue team to search for the boat . many other boats crashed against the coast , and two children died when their raft capsized .",{'capsized'},"{'capsized', 'rescue team', 'annapolis', 'grand banks', 'harbor'}",1.0,0.2,0.33333333333333337,"capsized — turned upside down or overturned, especially of a ship or vehicle; tipped over."
"the illuminated chronicle narrates that stephen "" led his army against kean , duke of the bulgarians and slavs whose lands are by their natural position most strongly fortified "" following the occupation of gyula 's country . according to a number of historians , including zoltán lenkey and gábor thoroczkay , kean was the head of a small state located in the southern parts of transylvania and stephen occupied his country around 1003 . other historians , including györffy , say that the chronicle 's report preserved the memory of stephen 's campaign against bulgaria in the late 1010s .","{'fortifications', 'occupy', 'chronicle', 'slavs', 'preserve'}","{""chronicle's"", 'campaign', 'transylvania', 'occupied', 'duke', 'historians', 'chronicle', 'preserved', 'memory', 'narrates', 'occupation', 'fortified'}",0.2,0.08333333333333333,0.11764705882352941,"fortifications — structures built for military defense, such as walls or castles.
chronicle — an historical record or account.
occupy — take control of something; seize possession of it.
slavs — members of any of several related groups of people who speak Slavic languages and live mainly in eastern Europe.
preserve — keep safe from harm or destruction."
"the impact of the gold rush on the native peoples of the region was considerable . the tlingit and the koyukon peoples prospered in the short term from their work as guides , packers and from selling food and supplies to the prospectors . in the longer term , however , especially the hän people living in the klondike region suffered from the environmental damage of the gold mining on the rivers and forests . their population had already begun to decline after the discovery of gold along fortymile river in the 1880s but dropped catastrophically after their move to the reserve , a result of the contaminated water supply and smallpox . the hän found only few ways to benefit economically from the gold rush and their fishing and hunting grounds were largely destroyed ; by 1904 they needed aid from the nwmp to prevent famine .","{'contaminated', 'hän', 'canada.', 'koyukon', 'nwmp'}","{'catastrophically', 'reserve', 'contaminated', 'famine', 'prospectors', 'smallpox', 'nwmp', 'prospered', 'economically', 'environmental damage', 'considerable'}",0.4,0.18181818181818182,0.25000000000000006,"contaminated — made impure or polluted; corrupted or spoiled something.
koyukon — a Native American tribe who live near the Yukon River in Alaska.
hän — a First Nations band located in the Northwest Territories, Canada.
nwmp — North-West Mounted Police, a Canadian law enforcement agency that operated from 1865 to 1920."
"the incredibles is a 2004 american computer @-@ animated superhero comedy @-@ drama film written and directed by brad bird , produced by pixar animation studios , and released by walt disney pictures . the film follows a family of superheroes who are forced to hide their powers and live a quiet suburban life . mr. incredible 's desire to help people draws the entire family into a battle with a villain and his killer robot .",{'pixar animation studios'},"{'villain', 'pixar', 'desire', 'comedy @-@ drama', '@-@', 'comedy', 'superhero', 'killer robot', 'computer @-@ animated', 'drama', 'directed', 'pixar animation studios', 'suburban', 'robot', 'incredibles'}",1.0,0.06666666666666667,0.125,"Pixar Animation Studios — an American computer animation film studio known for creating popular films like Toy Story, Finding Nemo, and The Incredibles."
"the inflammatory term "" bodyline "" was coined and perpetuated by the australian press ( see below ) . english writers used the term fast leg theory . the terminology reflected differences in understanding , as neither the english public nor the board of the marylebone cricket club ( mcc ) — the governing body of english cricket — could understand why the australians were complaining about what they perceived as a commonly used tactic . some concluded that the australian cricket authorities and public were sore losers . of the four fast bowlers in the tour party , gubby allen was a voice of dissent in the english camp , refusing to bowl short on the leg side , and writing several letters home to england critical of jardine , although he did not express this in public in australia .",{'dissent'},"{'jardine', 'critical', 'perpetuated', 'terminology', 'inflammatory', 'public', 'leg theory', 'coined', 'dissent', 'sore losers'}",1.0,0.1,0.18181818181818182,"dissent — disagreement or opposition, especially within a group or organization; a difference of opinion."
